platform,family,phase,ep,eplb,token,sessions,values_us,truth_median_us,truth_mean_us,min_session_us,max_session_us,spread_pct,stability,source_group,truth_method,notes
h20,ordinary_generation,generation,8,on,1024,3,1090.654;1092.706;1093.886,1092.706,1092.415,1090.654,1093.886,0.3,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,8,on,1280,3,1338.589;1339.932;1341.245,1339.932,1339.922,1338.589,1341.245,0.2,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,8,on,4096,3,2891.075;2891.587;2892.613,2891.587,2891.758,2891.075,2892.613,0.05,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,8,on,8192,3,3255.430;3287.847;3294.281,3287.847,3279.186,3255.43,3294.281,1.18,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,8,on,16384,3,3378.876;3381.084;3391.227,3381.084,3383.729,3378.876,3391.227,0.37,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,2,off,4,3,771.521;775.200;775.520,775.2,774.08,771.521,775.52,0.52,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,2,off,8,3,1472.801;1473.153;1480.577,1473.153,1475.51,1472.801,1480.577,0.53,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,2,off,16,3,1984.297;1987.207;1987.974,1987.207,1986.4926666666668,1984.297,1987.974,0.1850335672126712,stable,aic_covered_context_truth_supplement_20260725,torch_profiler_kernel_external_id_or_existing_mode_parser,AIC-covered truth supplement; wideep_generation token40 excluded because nsys event-node parser produced no valid truth.
h20,wideep_context,context,2,off,32,3,3287.777;3302.764;3304.837,3302.764,3298.459,3287.777,3304.837,0.52,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,2,off,64,3,4180.995;4182.660;4204.387,4182.66,4189.347,4180.995,4204.387,0.56,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,2,off,128,3,4993.555;4998.675;4999.093,4998.675,4997.108,4993.555,4999.093,0.11,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,2,off,512,3,5445.092;5447.733;5451.043,5447.733,5447.956,5445.092,5451.043,0.11,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,2,off,640,3,5549.351;5549.477;5550.819,5549.477,5549.882,5549.351,5550.819,0.03,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,2,off,896,3,5571.909;5575.240;5578.469,5575.24,5575.206,5571.909,5578.469,0.12,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,2,off,1536,3,5835.126;5839.065;5845.174,5839.065,5839.788,5835.126,5845.174,0.17,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,2,off,2048,3,6051.867;6055.701;6057.974,6055.701,6055.181,6051.867,6057.974,0.1,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,2,off,2560,3,6597.833;6631.595;6639.939,6631.595,6623.122333333333,6597.833,6639.939,0.6349302090975198,stable,aic_covered_context_truth_supplement_20260725,torch_profiler_kernel_external_id_or_existing_mode_parser,AIC-covered truth supplement; wideep_generation token40 excluded because nsys event-node parser produced no valid truth.
h20,wideep_context,context,2,off,4096,3,8526.568;8552.225;8561.280,8552.225,8546.691,8526.568,8561.28,0.41,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,2,off,5120,3,9931.948;9936.582;9949.606,9936.582,9939.379,9931.948,9949.606,0.18,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,2,off,8192,3,14064.591;14075.886;14076.415,14075.886,14072.297,14064.591,14076.415,0.08,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,2,off,10240,3,16498.236;16510.761;16516.845,16510.761000000002,16508.614,16498.236,16516.845,0.1127083118700608,stable,aic_covered_context_truth_supplement_20260725,torch_profiler_kernel_external_id_or_existing_mode_parser,AIC-covered truth supplement; wideep_generation token40 excluded because nsys event-node parser produced no valid truth.
h20,wideep_context,context,2,off,12288,3,19372.207;19397.111;19423.626,19397.111,19397.648,19372.207,19423.626,0.27,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,2,off,14336,3,22055.093;22063.237;22083.977,22063.237,22067.435666666668,22055.093,22083.977,0.1309146069545379,stable,aic_covered_context_truth_supplement_20260725,torch_profiler_kernel_external_id_or_existing_mode_parser,AIC-covered truth supplement; wideep_generation token40 excluded because nsys event-node parser produced no valid truth.
h20,wideep_context,context,2,off,16384,3,25056.519;25083.796;25167.367,25083.796,25102.561,25056.519,25167.367,0.44,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,2,on,4,3,771.041;771.937;772.192,771.937,771.723,771.041,772.192,0.15,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,2,on,8,3,1476.673;1479.041;1479.553,1479.041,1478.422,1476.673,1479.553,0.19,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,2,on,16,3,1980.265;1981.928;1988.233,1981.928,1983.4753333333333,1980.265,1988.233,0.402032768092476,stable,aic_covered_context_truth_supplement_20260725,torch_profiler_kernel_external_id_or_existing_mode_parser,AIC-covered truth supplement; wideep_generation token40 excluded because nsys event-node parser produced no valid truth.
h20,wideep_context,context,2,on,32,3,3298.380;3300.812;3306.501,3300.812,3301.898,3298.38,3306.501,0.25,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,2,on,64,3,4181.989;4199.973;4202.374,4199.973,4194.779,4181.989,4202.374,0.49,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,2,on,128,3,4977.811;4979.191;4998.453,4979.191,4985.152,4977.811,4998.453,0.41,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,2,on,512,3,5445.942;5446.867;5448.856,5446.867,5447.222,5445.942,5448.856,0.05,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,2,on,640,3,5543.175;5562.119;5568.777,5562.119,5558.024,5543.175,5568.777,0.46,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,2,on,896,3,5552.519;5578.054;5578.150,5578.054,5569.574,5552.519,5578.15,0.46,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,2,on,1536,3,5830.457;5834.199;5839.611,5834.199,5834.756,5830.457,5839.611,0.16,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,2,on,2048,3,6024.760;6026.969;6027.421,6026.969,6026.383,6024.76,6027.421,0.04,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,2,on,2560,3,6595.271;6595.785;6622.956,6595.785,6604.670666666668,6595.271,6622.956,0.4197377567643639,stable,aic_covered_context_truth_supplement_20260725,torch_profiler_kernel_external_id_or_existing_mode_parser,AIC-covered truth supplement; wideep_generation token40 excluded because nsys event-node parser produced no valid truth.
h20,wideep_context,context,2,on,4096,3,8528.389;8577.194;8586.083,8577.194,8563.889,8528.389,8586.083,0.67,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,2,on,5120,3,9922.639;9942.122;9971.466,9942.122,9945.409,9922.639,9971.466,0.49,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,2,on,8192,3,14064.976;14097.244;14108.572,14097.244,14090.264,14064.976,14108.572,0.31,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,2,on,10240,3,16497.679;16497.889;16502.087,16497.889,16499.218333333334,16497.679,16502.087,0.0267185698727846,stable,aic_covered_context_truth_supplement_20260725,torch_profiler_kernel_external_id_or_existing_mode_parser,AIC-covered truth supplement; wideep_generation token40 excluded because nsys event-node parser produced no valid truth.
h20,wideep_context,context,2,on,12288,3,19373.333;19450.273;19480.596,19450.273,19434.734,19373.333,19480.596,0.55,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,2,on,14336,3,22069.546;22072.640;22117.340,22072.64,22086.508666666665,22069.546,22117.34,0.2165305101700643,stable,aic_covered_context_truth_supplement_20260725,torch_profiler_kernel_external_id_or_existing_mode_parser,AIC-covered truth supplement; wideep_generation token40 excluded because nsys event-node parser produced no valid truth.
h20,wideep_context,context,2,on,16384,3,25056.975;25077.789;25134.670,25077.789,25089.811,25056.975,25134.67,0.31,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,4,off,4,3,520.000;520.320;520.706,520.32,520.342,520.0,520.706,0.14,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,4,off,8,3,901.441;901.825;904.352,901.825,902.539,901.441,904.352,0.32,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,4,off,16,3,1190.436;1191.076;1200.417,1191.076,1193.9763333333333,1190.436,1200.417,0.837981791254294,stable,aic_covered_context_truth_supplement_20260725,torch_profiler_kernel_external_id_or_existing_mode_parser,AIC-covered truth supplement; wideep_generation token40 excluded because nsys event-node parser produced no valid truth.
h20,wideep_context,context,4,off,32,3,1947.651;1948.738;1958.850,1948.738,1951.746,1947.651,1958.85,0.57,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,4,off,64,3,2247.913;2248.778;2249.480,2248.778,2248.724,2247.913,2249.48,0.07,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,4,off,128,3,2588.644;2595.009;2596.036,2595.009,2593.23,2588.644,2596.036,0.28,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,4,off,512,3,2848.963;2857.370;2857.827,2857.37,2854.72,2848.963,2857.827,0.31,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,4,off,640,3,2848.226;2855.948;2858.403,2855.948,2854.192,2848.226,2858.403,0.36,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,4,off,896,3,2854.787;2854.978;2857.251,2854.978,2855.672,2854.787,2857.251,0.09,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,4,off,1536,3,3108.758;3128.930;3142.786,3128.93,3126.825,3108.758,3142.786,1.09,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,4,off,2048,3,3179.319;3194.744;3196.120,3194.744,3190.061,3179.319,3196.12,0.53,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,4,off,2560,3,3470.950;3472.964;3484.484,3472.9640000000004,3476.132666666667,3470.95,3484.484,0.3896959484751383,stable,aic_covered_context_truth_supplement_20260725,torch_profiler_kernel_external_id_or_existing_mode_parser,AIC-covered truth supplement; wideep_generation token40 excluded because nsys event-node parser produced no valid truth.
h20,wideep_context,context,4,off,4096,3,4535.013;4541.510;4542.148,4541.51,4539.557,4535.013,4542.148,0.16,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,4,off,5120,3,5532.520;5532.936;5555.654,5532.936,5540.37,5532.52,5555.654,0.42,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,4,off,8192,3,7692.331;7693.256;7709.643,7693.256,7698.41,7692.331,7709.643,0.23,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,4,off,10240,3,9281.764;9302.278;9313.294,9302.278,9299.112,9281.764,9313.294,0.3389492337253375,stable,aic_covered_context_truth_supplement_20260725,torch_profiler_kernel_external_id_or_existing_mode_parser,AIC-covered truth supplement; wideep_generation token40 excluded because nsys event-node parser produced no valid truth.
h20,wideep_context,context,4,off,12288,3,10793.968;10800.043;10857.358,10800.043,10817.123,10793.968,10857.358,0.59,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,4,off,14336,3,12315.410;12378.255;12385.937,12378.255,12359.867333333334,12315.41,12385.937,0.5697652859793246,stable,aic_covered_context_truth_supplement_20260725,torch_profiler_kernel_external_id_or_existing_mode_parser,AIC-covered truth supplement; wideep_generation token40 excluded because nsys event-node parser produced no valid truth.
h20,wideep_context,context,4,off,16384,3,13977.684;13980.824;13999.889,13980.824,13986.132,13977.684,13999.889,0.16,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,4,on,4,3,519.265;520.256;520.350,520.256,519.957,519.265,520.35,0.21,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,4,on,8,3,899.039;901.346;904.257,901.346,901.547,899.039,904.257,0.58,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,4,on,16,3,1190.085;1190.565;1201.410,1190.565,1194.0200000000002,1190.085,1201.41,0.9512290383137456,stable,aic_covered_context_truth_supplement_20260725,torch_profiler_kernel_external_id_or_existing_mode_parser,AIC-covered truth supplement; wideep_generation token40 excluded because nsys event-node parser produced no valid truth.
h20,wideep_context,context,4,on,32,3,1948.480;1949.826;1956.739,1949.826,1951.682,1948.48,1956.739,0.42,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,4,on,64,3,2237.098;2246.694;2247.010,2246.694,2243.601,2237.098,2247.01,0.44,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,4,on,128,3,2583.619;2594.979;2596.897,2594.979,2591.832,2583.619,2596.897,0.51,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,4,on,512,3,2848.313;2856.024;2856.378,2856.024,2853.572,2848.313,2856.378,0.28,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,4,on,640,3,2851.010;2857.153;2857.690,2857.153,2855.284,2851.01,2857.69,0.23,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,4,on,896,3,2853.282;2855.770;2857.049,2855.77,2855.367,2853.282,2857.049,0.13,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,4,on,1536,3,3129.697;3130.116;3144.153,3130.116,3134.655,3129.697,3144.153,0.46,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,4,on,2048,3,3197.208;3206.073;3206.552,3206.073,3203.278,3197.208,3206.552,0.29,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,4,on,2560,3,3475.940;3486.469;3510.886,3486.469,3491.0983333333334,3475.94,3510.886,1.0023321589837717,stable,aic_covered_context_truth_supplement_20260725,torch_profiler_kernel_external_id_or_existing_mode_parser,AIC-covered truth supplement; wideep_generation token40 excluded because nsys event-node parser produced no valid truth.
h20,wideep_context,context,4,on,4096,3,4541.108;4541.408;4544.005,4541.408,4542.174,4541.108,4544.005,0.06,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,4,on,5120,3,5529.000;5560.452;5562.984,5560.452,5550.812,5529.0,5562.984,0.61,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,4,on,8192,3,7659.941;7710.506;7712.297,7710.506,7694.248,7659.941,7712.297,0.68,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,4,on,10240,3,9282.599;9304.584;9308.164,9304.584,9298.449,9282.599,9308.164,0.2747570444847454,stable,aic_covered_context_truth_supplement_20260725,torch_profiler_kernel_external_id_or_existing_mode_parser,AIC-covered truth supplement; wideep_generation token40 excluded because nsys event-node parser produced no valid truth.
h20,wideep_context,context,4,on,12288,3,10795.212;10797.766;10806.864,10797.766,10799.947,10795.212,10806.864,0.11,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,4,on,14336,3,12317.104;12322.351;12331.635,12322.351,12323.696666666669,12317.104,12331.635,0.1179239253937893,stable,aic_covered_context_truth_supplement_20260725,torch_profiler_kernel_external_id_or_existing_mode_parser,AIC-covered truth supplement; wideep_generation token40 excluded because nsys event-node parser produced no valid truth.
h20,wideep_context,context,4,on,16384,3,13922.933;13930.327;13991.219,13930.327,13948.16,13922.933,13991.219,0.49,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,8,off,4,3,328.832;329.248;329.314,329.248,329.131,328.832,329.314,0.15,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,8,off,8,3,460.512;461.152;461.664,461.152,461.109,460.512,461.664,0.25,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,8,off,16,3,664.225;664.643;664.897,664.643,664.5883333333333,664.225,664.8969999999999,0.1011069100253687,stable,aic_covered_context_truth_supplement_20260725,torch_profiler_kernel_external_id_or_existing_mode_parser,AIC-covered truth supplement; wideep_generation token40 excluded because nsys event-node parser produced no valid truth.
h20,wideep_context,context,8,off,32,3,1187.076;1189.153;1190.212,1189.153,1188.814,1187.076,1190.212,0.26,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,8,off,64,3,1350.978;1355.137;1356.322,1355.137,1354.146,1350.978,1356.322,0.39,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,8,off,128,3,1373.637;1378.882;1379.746,1378.882,1377.422,1373.637,1379.746,0.44,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,8,off,512,3,1487.265;1495.709;1501.020,1495.709,1494.665,1487.265,1501.02,0.92,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,8,off,640,3,1508.835;1509.058;1509.731,1509.058,1509.208,1508.835,1509.731,0.06,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,8,off,896,3,1509.347;1511.169;1515.491,1511.169,1512.002,1509.347,1515.491,0.41,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,8,off,1536,3,1666.018;1667.203;1668.611,1667.203,1667.277,1666.018,1668.611,0.16,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,8,off,2048,3,1672.643;1676.417;1676.869,1676.417,1675.31,1672.643,1676.869,0.25,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,8,off,2560,3,1830.819;1832.194;1838.116,1832.194,1833.7096666666664,1830.819,1838.116,0.3982656858389464,stable,aic_covered_context_truth_supplement_20260725,torch_profiler_kernel_external_id_or_existing_mode_parser,AIC-covered truth supplement; wideep_generation token40 excluded because nsys event-node parser produced no valid truth.
h20,wideep_context,context,8,off,4096,3,2397.093;2408.134;2419.655,2408.134,2408.294,2397.093,2419.655,0.94,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,8,off,5120,3,2851.683;2859.622;2878.919,2859.622,2863.408,2851.683,2878.919,0.95,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,8,off,8192,3,4091.748;4097.222;4108.198,4097.222,4099.056,4091.748,4108.198,0.4,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,8,off,10240,3,4836.646;4842.662;4867.321,4842.662,4848.876333333334,4836.646,4867.321,0.633432603803449,stable,aic_covered_context_truth_supplement_20260725,torch_profiler_kernel_external_id_or_existing_mode_parser,AIC-covered truth supplement; wideep_generation token40 excluded because nsys event-node parser produced no valid truth.
h20,wideep_context,context,8,off,12288,3,5826.218;5918.566;5938.441,5918.566,5894.408,5826.218,5938.441,1.9,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,8,off,14336,3,6478.220;6490.216;6492.745,6490.216,6487.060333333334,6478.219999999999,6492.745000000001,0.2237984067094447,stable,aic_covered_context_truth_supplement_20260725,torch_profiler_kernel_external_id_or_existing_mode_parser,AIC-covered truth supplement; wideep_generation token40 excluded because nsys event-node parser produced no valid truth.
h20,wideep_context,context,8,off,16384,3,7412.397;7425.036;7485.767,7425.036,7441.067,7412.397,7485.767,0.99,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,8,on,4,3,329.185;329.218;329.282,329.218,329.228,329.185,329.282,0.03,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,8,on,8,3,459.329;460.608;461.696,460.608,460.544,459.329,461.696,0.51,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,8,on,16,3,663.810;664.129;664.288,664.129,664.0756666666667,663.8100000000001,664.288,0.0719739689126588,stable,aic_covered_context_truth_supplement_20260725,torch_profiler_kernel_external_id_or_existing_mode_parser,AIC-covered truth supplement; wideep_generation token40 excluded because nsys event-node parser produced no valid truth.
h20,wideep_context,context,8,on,32,3,1188.738;1189.890;1190.369,1189.89,1189.666,1188.738,1190.369,0.14,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,8,on,64,3,1350.658;1354.690;1354.850,1354.69,1353.399,1350.658,1354.85,0.31,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,8,on,128,3,1377.346;1378.370;1378.754,1378.37,1378.157,1377.346,1378.754,0.1,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,8,on,512,3,1489.437;1490.525;1490.557,1490.525,1490.173,1489.437,1490.557,0.08,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,8,on,640,3,1508.227;1508.323;1508.706,1508.323,1508.419,1508.227,1508.706,0.03,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,8,on,896,3,1509.729;1510.435;1517.122,1510.435,1512.429,1509.729,1517.122,0.49,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,8,on,1536,3,1661.442;1666.690;1667.682,1666.69,1665.271,1661.442,1667.682,0.37,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,8,on,2048,3,1670.594;1675.491;1676.802,1675.491,1674.296,1670.594,1676.802,0.37,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,8,on,2560,3,1831.331;1837.027;1838.883,1837.027,1835.747,1831.331,1838.883,0.4110990203192514,stable,aic_covered_context_truth_supplement_20260725,torch_profiler_kernel_external_id_or_existing_mode_parser,AIC-covered truth supplement; wideep_generation token40 excluded because nsys event-node parser produced no valid truth.
h20,wideep_context,context,8,on,4096,3,2396.998;2404.167;2420.966,2404.167,2407.377,2396.998,2420.966,1.0,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,8,on,5120,3,2862.341;2862.883;2879.271,2862.883,2868.165,2862.341,2879.271,0.59,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,8,on,8192,3,4089.669;4095.238;4100.840,4095.238,4095.249,4089.669,4100.84,0.27,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,8,on,10240,3,4833.032;4852.024;4861.014,4852.024,4848.69,4833.032,4861.014,0.5767077821544158,stable,aic_covered_context_truth_supplement_20260725,torch_profiler_kernel_external_id_or_existing_mode_parser,AIC-covered truth supplement; wideep_generation token40 excluded because nsys event-node parser produced no valid truth.
